gene,drug,score,source
SERPINH1,DL-TBOA,1.0876,SURFACE
SERPINH1,ANTISENSE OLIGONUCLEOTIDES,0.5273,SURFACE
SERPINH1,ASPARTIC ACID,0.8701,SURFACE
SERPINH1,[3H]D-ASPARTIC ACID,0.791,SURFACE
SERPINH1,THREO-3-METHYLGLUTAMATE,4.3503,SURFACE
SERPINH1,MONOCLONAL ANTIBODY 11D10,17.4013,SURFACE
SLC38A4,GLYCINE,2.1752,SURFACE
SLC38A4,ALANINE,5.2204,SURFACE
SLC25A6,[3H]M-MPEP,1.0654,SURFACE
SLC25A6,CPPHA,1.0654,SURFACE
SLC25A6,COMPOUND 8 [PMID: 15482908],1.0654,SURFACE
SLC25A6,AZD9272,0.5327,SURFACE
SLC25A6,LSN2814617,1.0654,SURFACE
SLC25A6,GLUTAMIC ACID,0.1065,SURFACE
SLC25A6,BOMA,1.0654,SURFACE
SLC25A6,CHPG,1.0654,SURFACE
SLC25A6,COMPOUND 30 [PMID: 21757343],1.0654,SURFACE
SLC25A6,LSN2463359,1.0654,SURFACE
SLC25A6,ADX-47273,1.0654,SURFACE
SLC25A6,SIB-1757,0.1522,SURFACE
SLC25A6,COMPOUND 10 [PMID: 15482906],1.0654,SURFACE
SLC25A6,CDPPB,1.0654,SURFACE
SLC25A6,GSK2210875,1.0654,SURFACE
SLC25A6,COMPOUND 10 [PMID: 15482908],1.0654,SURFACE
SLC25A6,MTEB,1.0654,SURFACE
SLC25A6,VU0360172,1.0654,SURFACE
SLC25A6,[3H]CTEP,1.0654,SURFACE
SLC25A6,GRN-529,1.0654,SURFACE
SLC25A6,CLODRONIC ACID,0.0969,SURFACE
SLC25A6,AZD6538,0.5327,SURFACE
SLC25A6,FENOBAM ANHYDROUS,1.0654,SURFACE
SLC25A6,SIB-1893,0.2131,SURFACE
SLC25A6,"3,3'-DIFLUOROBENZALDAZINE",0.5327,SURFACE
SLC25A6,PTEB,1.0654,SURFACE
SLC25A6,CTEP,1.0654,SURFACE
SLC25A6,DIPRAGLURANT,0.5327,SURFACE
SLC25A6,CPPZ,1.0654,SURFACE
SLC25A6,VU0404251,1.0654,SURFACE
SLC25A6,ACDPP,1.0654,SURFACE
SLC25A6,COMPOUND 11A [PMID: 14697765],1.0654,SURFACE
SLC25A6,COMPOUND 16A [PMID: 14697765],1.0654,SURFACE
SLC25A6,VU-1545,1.0654,SURFACE
SLC25A6,5PAM523,1.0654,SURFACE
SLC25A6,COMPOUND 16M [PMID: 19931453],1.0654,SURFACE
SLC25A6,VU0409551,1.0654,SURFACE
SLC25A6,BASIMGLURANT,0.5327,SURFACE
SLC25A6,COMPOUND 13 [PMID: 15686941],1.0654,SURFACE
SLC25A6,MTEP,1.0654,SURFACE
SLC25A6,COMPOUND 41 [PMID: 23434029],1.0654,SURFACE
SLC25A6,COMPOUND 53 [PMID: 23434029],1.0654,SURFACE
SLC25A6,COMPOUND 47 [PMID: 21295468],1.0654,SURFACE
SLC25A6,COMPOUND 29B [PMID: 20809633],1.0654,SURFACE
SLC25A6,COMPOUND 24D [PMID: 23357634],1.0654,SURFACE
SLC25A6,MPEP,0.5327,SURFACE
SLC25A6,COMPOUND 24 [PMID: 23374867],1.0654,SURFACE
SLC25A6,LY341495,0.1522,SURFACE
SLC25A6,COMPOUND 18 [PMID: 21927650],1.0654,SURFACE
RUNX2,ANTISENSE OLIGONUCLEOTIDES,3.1639,DRIVER
SF3B1,H3B-8800,4.3503,SURFACE
SF3B1,ETOPOSIDE,0.3,SURFACE
SF3B1,OLAPARIB,0.3783,SURFACE
SLC39A6,LADIRATUZUMAB VEDOTIN,3.2627,SURFACE
PTPRM,COMPOUND 8A [PMID: 23713581],26.1019,SURFACE
SLK,CEDIRANIB,0.0311,SURFACE
SLK,CYC-116,0.0179,SURFACE
SLK,BAY 61-3606,0.0424,SURFACE
SLK,TOZASERTIB,0.0238,SURFACE
SLK,DASATINIB ANHYDROUS,0.0229,SURFACE
SLK,LADUVIGLUSIB,0.116,SURFACE
SLK,DOVITINIB,0.0172,SURFACE
SLK,SNS-314,0.0414,SURFACE
SLK,NVP-TAE684,0.0169,SURFACE
SLK,ILORASERTIB,0.015,SURFACE
SLK,SORAFENIB,0.0151,SURFACE
SLK,SOTRASTAURIN,0.0285,SURFACE
SLK,CP-547632,0.0395,SURFACE
SLK,LINIFANIB,0.0218,SURFACE
SLK,PHA-767491,0.0264,SURFACE
SLK,ALISERTIB,0.0363,SURFACE
SLK,ERLOTINIB,0.0311,SURFACE
SLK,GW843682X,0.0446,SURFACE
SLK,LY-2090314,0.0669,SURFACE
SLK,GEFITINIB,0.026,SURFACE
SLK,TAMATINIB,0.0215,SURFACE
SLK,GW441756X,0.0268,SURFACE
SLK,GSK-269962A,0.0395,SURFACE
SLK,ENTRECTINIB,0.0305,SURFACE
SLK,PF-562271,0.0161,SURFACE
SLK,HESPERADIN,0.0435,SURFACE
SLK,RG-1530,0.0185,SURFACE
SLK,SP-600125,0.0196,SURFACE
SLK,SB203580,0.06,SURFACE
SLK,TAK-715,0.0725,SURFACE
RALA,VITAMIN E,6.5255,SURFACE
RRM2B,FLUDARABINE,0.1535,SURFACE
RRM2B,GALLIUM NITRATE,0.7458,SURFACE
RRM2B,HYDROXYUREA,0.2486,SURFACE
RRM2B,CYTARABINE,0.1305,SURFACE
RRM2B,CLADRIBINE,0.6961,SURFACE
RRM2B,GEMCITABINE,0.1135,SURFACE
RRM2B,TRIAPINE,1.3051,SURFACE
RRM2B,TEZACITABINE,1.3051,SURFACE
RRM2B,CLOFARABINE,0.2748,SURFACE
RRM2B,MOTEXAFIN GADOLINIUM,1.4915,SURFACE
RHOA,QUINIDINE,0.3729,SURFACE
RHOA,PRAVASTATIN SODIUM,0.5524,SURFACE
RHOA,NS004,2.4859,SURFACE
RHOA,ROTTLERIN,1.1473,SURFACE
RHOA,CLAUSINE E,14.9154,SURFACE
RHOA,SIMVASTATIN,0.2983,SURFACE
RHOA,NS1619,1.4915,SURFACE
SLC38A2,ALANINE,10.4408,SURFACE
PTPRZ1,TETRADECANOYLPHORBOL ACETATE,0.7566,SURFACE
PTPRZ1,TRETINOIN,0.3824,SURFACE
PTPRZ1,VITAMIN D,2.6771,SURFACE
PTPRD,TRANDOLAPRIL,2.6102,SURFACE
PTPRD,TEPROTUMUMAB,2.1752,SURFACE
PTPRD,ANTIHYPERTENSIVE AGENT,1.6314,SURFACE
PTPRD,TEMSIROLIMUS,0.435,SURFACE
PTPRD,VERAPAMIL,0.29,SURFACE
PTPRD,7-BIA,3.2627,SURFACE
PTPRD,PIOGLITAZONE HYDROCHLORIDE,0.7677,SURFACE
PTPRD,CIXUTUMUMAB,3.2627,SURFACE
PTPRS,ETIDRONIC ACID,3.7288,SURFACE
SGPP1,SONEPCIZUMAB,26.1019,SURFACE
TGFBR2,IRINOTECAN HYDROCHLORIDE,0.8286,SURFACE
TGFBR2,HESPERETIN,5.8004,SURFACE
XPNPEP2,TOSEDOSTAT,2.6102,MUT
TXN,GAMBOGENIC ACID,13.0509,SURFACE
TXN,PX-12,39.1528,SURFACE
TXN,GAMBOGIC ACID,2.9002,SURFACE
TXN,BIOTINYLATED GAMBOGIC ACID,13.0509,SURFACE
UGCG,VENGLUSTAT,5.2204,SURFACE
UGCG,PRALICIGUAT,1.0441,SURFACE
UGCG,ADRIAMYCIN,0.5495,SURFACE
UGCG,ELIGLUSTAT,2.6102,SURFACE
UGCG,MIGLUSTAT,6.9605,SURFACE
UGCG,NITRIC OXIDE,0.522,SURFACE
UGCG,LUCERASTAT,5.2204,SURFACE
UGCG,ELIGLUSTAT TARTRATE,10.4408,SURFACE
UGCG,SODIUM NITROPRUSSIDE,1.0441,SURFACE
UGCG,NITROGLYCERIN,0.4016,SURFACE
TAOK1,RG-1530,0.0179,SURFACE
TAOK1,TAMATINIB,0.0208,SURFACE
TAOK1,SOTRASTAURIN,0.0276,SURFACE
TAOK1,CYC-116,0.0174,SURFACE
TAOK1,LINIFANIB,0.021,SURFACE
TAOK1,PALBOCICLIB,0.033,SURFACE
TAOK1,NVP-TAE684,0.0163,SURFACE
TAOK1,PD-0166285,0.0324,SURFACE
TAOK1,R-1487,0.1871,SURFACE
TAOK1,JNJ-7706621,0.0306,SURFACE
TAOK1,ENTRECTINIB,0.0295,SURFACE
TAOK1,LY-2090314,0.0648,SURFACE
TAOK1,ILORASERTIB,0.0145,SURFACE
TAOK1,PAZOPANIB,0.0295,SURFACE
TAOK1,DASATINIB ANHYDROUS,0.0222,SURFACE
TAOK1,SP-600125,0.0189,SURFACE
TAOK1,CEDIRANIB,0.0301,SURFACE
TAOK1,IMATINIB,0.0234,SURFACE
TAOK1,AST-487,0.0411,SURFACE
TAOK1,SORAFENIB,0.0146,SURFACE
TAOK1,TOZASERTIB,0.0231,SURFACE
TAOK1,BMS-387032,0.0991,SURFACE
TAOK1,CENISERTIB,0.0143,SURFACE
TAOK1,PF-562271,0.0156,SURFACE
TAOK1,CP-547632,0.0383,SURFACE
TAOK1,BMS-345541,0.1531,SURFACE
TAOK1,PHA-767491,0.0255,SURFACE
TAOK1,LADUVIGLUSIB,0.1123,SURFACE
TAOK1,ADAVOSERTIB,0.0601,SURFACE
TP53,VEMURAFENIB,0.0094,DRIVER
TP53,CHK1 INHIBITOR GDC-0575,0.231,DRIVER
TP53,FENTICLOR,0.0061,DRIVER
TP53,PACLITAXEL,0.0063,DRIVER
TP53,ERLOTINIB,0.0041,DRIVER
TP53,HEXACHLOROPHENE,0.0028,DRIVER
TP53,BORTEZOMIB,0.0014,DRIVER
TP53,IL-27 SUBUNIT &ALPHA;,0.231,DRIVER
TP53,PHA-680632,0.231,DRIVER
TP53,SERTRALINE HYDROCHLORIDE,0.0115,DRIVER
TP53,THIMEROSAL,0.005,DRIVER
TP53,ABIRATERONE ACETATE,0.0165,DRIVER
TP53,TRICLOCARBAN,0.0165,DRIVER
TP53,ENZALUTAMIDE,0.0144,DRIVER
TP53,ALRIZOMADLIN,0.1732,DRIVER
TP53,THIOUREIDOBUTYRONITRILE,0.3465,DRIVER
TP53,VENETOCLAX,0.021,DRIVER
TP53,PIMASERTIB,0.0289,DRIVER
TP53,EPIRUBICIN,0.0192,DRIVER
TP53,MDM2 INHIBITOR AMGMDS3,0.1155,DRIVER
TP53,SULCONAZOLE NITRATE,0.0385,DRIVER
TP53,TYRPHOSTIN A9,0.0052,DRIVER
TP53,GOSSYPOL,0.0072,DRIVER
TP53,LAPACHONE,0.0044,DRIVER
TP53,AZD6482,0.0257,DRIVER
TP53,SP600125,0.0577,DRIVER
TP53,SELICICLIB,0.0385,DRIVER
TP53,AZACITIDINE,0.0087,DRIVER
TP53,ALK INHIBITOR TAE684,0.0577,DRIVER
TP53,SN-38,0.0165,DRIVER
TP53,METHYLENE BLUE,0.0128,DRIVER
TP53,CINNARIZINE,0.021,DRIVER
TP53,"PAROXETINE HYDROCHLORIDE, HEMIHYDRATE",0.0046,DRIVER
TP53,IBRUTINIB,0.0136,DRIVER
TP53,CABOZANTINIB S-MALATE,0.0105,DRIVER
TP53,CAPIVASERTIB,0.0231,DRIVER
TP53,TAMOXIFEN,0.0036,DRIVER
TP53,PF-04217903,0.077,DRIVER
TP53,DOCETAXEL ANHYDROUS,0.0042,DRIVER
TP53,GALLIC ACID,0.0096,DRIVER
TP53,KINETIN RIBOSIDE,0.0289,DRIVER
TP53,MASOPROCOL,0.0025,DRIVER
TP53,INDOPROFEN,0.0096,DRIVER
TP53,LONTUCIREV,0.1155,DRIVER
TP53,SANGUINARIUM,0.0046,DRIVER
TP53,"7,8-DIHYDROXYFLAVONE",0.0144,DRIVER
TP53,CISPLATIN,0.0134,DRIVER
TP53,3-METHOXYCATECHOL,0.0115,DRIVER
TP53,EPRENETAPOPT,1.0395,DRIVER
TP53,NAVITOCLAX,0.0217,DRIVER
TP53,PYRITHIONE ZINC,0.0064,DRIVER
TP53,IDASANUTLIN,0.154,DRIVER
TP53,ASTEMIZOLE,0.0072,DRIVER
TP53,DOPAMINE,0.004,DRIVER
TP53,HOMIDIUM BROMIDE,0.004,DRIVER
TP53,SUNITINIB,0.0048,DRIVER
TP53,INDIRUBIN-3'-MONOXIME,0.0061,DRIVER
TP53,DECITABINE,0.0096,DRIVER
TP53,TRIFLUPROMAZINE,0.0144,DRIVER
TP53,TOPICAL CORTICOSTEROID,0.077,DRIVER
TP53,METHIMAZOLE,0.011,DRIVER
TP53,DENDRITIC CELL VACCINE,0.0577,DRIVER
TP53,TRIACETYLRESVERATROL,0.0577,DRIVER
TP53,BRIGATINIB,0.021,DRIVER
TP53,EMODIN,0.0044,DRIVER
TP53,VESNARINONE,0.0289,DRIVER
TP53,REBEMADLIN,0.462,DRIVER
TP53,NUTLIN-3,0.2887,DRIVER
TP53,DIMETHYL GAMBOGATE,0.0231,DRIVER
TP53,IOXYNIL,0.0385,DRIVER
TP53,IRINOTECAN HYDROCHLORIDE,0.0055,DRIVER
TP53,APOMORPHINE,0.0043,DRIVER
TP53,IDELALISIB,0.0257,DRIVER
TP53,TRAMETINIB DIMETHYL SULFOXIDE,0.0049,DRIVER
TP53,BENDAMUSTINE,0.077,DRIVER
TP53,CLIOQUINOL,0.0064,DRIVER
TP53,PUROMYCIN,0.0257,DRIVER
TP53,TRIFLOXYSTROBIN,0.0385,DRIVER
TP53,METHYL ROBUSTONE,0.0231,DRIVER
TP53,MPI-0479605,0.077,DRIVER
TP53,IPILIMUMAB,0.0154,DRIVER
TP53,OLAPARIB,0.0075,DRIVER
TP53,CLEMASTINE,0.0115,DRIVER
TP53,TEROXIRONE,0.0231,DRIVER
TP53,FLUPENTHIXOL,0.0077,DRIVER
TP53,SELUMETINIB,0.0105,DRIVER
TP53,OLEAMIDE,0.0577,DRIVER
TP53,P53-HDM2 INTERACTION INHIBITOR MI-773,0.2695,DRIVER
TP53,METHYLBENZETHONIUM CHLORIDE,0.0192,DRIVER
TP53,MERCURIC CHLORIDE,0.0058,DRIVER
TP53,RITUXIMAB,0.0321,DRIVER
TP53,CYTARABINE,0.0029,DRIVER
TP53,OSIMERTINIB,0.0165,DRIVER
TP53,FLAVANONE,0.0144,DRIVER
TP53,RALOXIFENE HYDROCHLORIDE,0.0023,DRIVER
TP53,PIMOZIDE,0.0034,DRIVER
TP53,AMOXAPINE,0.0077,DRIVER
TP53,ONONIN,0.0231,DRIVER
TP53,TARENFLURBIL,0.0192,DRIVER
TP53,FANCHININ,0.0289,DRIVER
TP53,MDM2 ANTAGONIST RO6839921,0.1155,DRIVER
TP53,VITAMIN K3,0.004,DRIVER
TP53,CYAZOFAMID,0.0577,DRIVER
TP53,NAVTEMADLIN,0.0962,DRIVER
TP53,[3H]GBR12935,0.0165,DRIVER
TP53,RIMCAZOLE,0.0192,DRIVER
TP53,VORINOSTAT,0.0082,DRIVER
TP53,EZABENLIMAB,0.1155,DRIVER
TP53,CLOTRIMAZOLE,0.0062,DRIVER
TP53,PERPHENAZINE,0.0044,DRIVER
TP53,FULVESTRANT,0.0092,DRIVER
TP53,PALBOCICLIB,0.0045,DRIVER
TP53,TANESPIMYCIN,0.0267,DRIVER
TP53,GENISTEIN,0.002,DRIVER
TP53,ETHOPROPAZINE HYDROCHLORIDE,0.0165,DRIVER
TP53,SULANEMADLIN,0.1155,DRIVER
TP53,HDM2 INHIBITOR MK-8242,0.1155,DRIVER
TP53,CRIZOTINIB,0.0231,DRIVER
TP53,FENOFIBRATE MICRONIZED,0.0089,DRIVER
TP53,OCHRATOXIN A,0.0128,DRIVER
TP53,IODOQUINOL,0.0128,DRIVER
TP53,NEBULARINE,0.0577,DRIVER
TP53,JQ1,0.0462,DRIVER
TP53,PEMBROLIZUMAB,0.014,DRIVER
TP53,DICHLOROPHEN,0.0064,DRIVER
TP53,LEVONORGESTREL,0.033,DRIVER
TP53,ZANUBRUTINIB,0.1155,DRIVER
TP53,IL-12,0.0257,DRIVER
TP53,SB 224289,0.0096,DRIVER
TP53,OXALIPLATIN,0.0091,DRIVER
TP53,ECONAZOLE NITRATE,0.0082,DRIVER
TP53,2-IODOACETAMIDE,0.0082,DRIVER
TP53,CAULIBUGULONE C,0.0385,DRIVER
TP53,INOSITOL,0.0154,DRIVER
TP53,ALECTINIB,0.0462,DRIVER
TP53,MAGROLIMAB,0.0577,DRIVER
TP53,PAZOPANIB,0.0081,DRIVER
TP53,MICHLER'S KETONE,0.0128,DRIVER
TP53,THIOTEPA,0.0231,DRIVER
TP53,KU-60019,0.0577,DRIVER
TP53,THIORIDAZINE,0.004,DRIVER
TP53,BENZALKONIUM CHLORIDE,0.0577,DRIVER
TP53,BAICALEIN,0.0046,DRIVER
TP53,DABRAFENIB,0.0171,DRIVER
TP53,CAULIBUGULONE D,0.0577,DRIVER
TP53,KRESOXIM-METHYL,0.0385,DRIVER
TP53,MELPHALAN,0.0058,DRIVER
TP53,(R)-INDOPROFEN,0.1155,DRIVER
TP53,PENTACHLOROPHENOL,0.0082,DRIVER
TP53,ATRACTYLENOLIDE I,0.231,DRIVER
TP53,CONTUSUGENE LADENOVEC,0.231,DRIVER
TP53,CYCLOPHOSPHAMIDE ANHYDROUS,0.0057,DRIVER
TP53,TAMOXIFEN CITRATE,0.0061,DRIVER
TP53,NORTRIPTYLINE,0.0036,DRIVER
TP53,NIGULDIPINE,0.0144,DRIVER
TP53,BENZO(K)FLUORANTHENE,0.0115,DRIVER
TP53,R547,0.033,DRIVER
TP53,BENZO[B]FLUORANTHENE,0.0165,DRIVER
TP53,LORLATINIB,0.0267,DRIVER
TP53,RUXOLITINIB,0.0144,DRIVER
TP53,STREPTONIGRIN,0.0115,DRIVER
TP53,RECOMBINANT VASCULAR ENDOTHELIAL GROWTH FACTOR,0.0247,DRIVER
TP53,RS-39604,0.0385,DRIVER
TP53,ALEMTUZUMAB,0.0385,DRIVER
TP53,SELINEXOR,0.0462,DRIVER
TP53,CADMIUM DICHLORIDE,0.0105,DRIVER
TP53,PATULIN,0.0257,DRIVER
TP53,DINOSEB,0.0289,DRIVER
TP53,AURORA KINASE INHIBITOR AMG 900,0.0577,DRIVER
TP53,MULTI-NEO-EPITOPE VACCINE OSE 2101,0.0289,DRIVER
TP53,"2,6-DIMETHOXYQUINONE",0.0165,DRIVER
TP53,SAPANISERTIB,0.0151,DRIVER
TP53,PROPYLTHIOURACIL,0.0115,DRIVER
TP53,CIS-RESVERATROL,0.0165,DRIVER
TP53,CHLORAMBUCIL,0.0115,DRIVER
TP53,RG7112,0.231,DRIVER
TP53,ADAVOSERTIB,0.0536,DRIVER
TP53,TRIFLURIDINE,0.077,DRIVER
TP53,PRODIGIOSIN,0.1155,DRIVER
TP53,MITOMYCIN,0.0096,DRIVER
TP53,CHLORFENAPYR,0.0289,DRIVER
TP53,(S)-FLUOXETINE,0.0128,DRIVER
TP53,CHIR-124,0.231,DRIVER
TP53,RECOMBINANT MONOCYTE CHEMOATTRACTANT PROTEIN-1,0.0289,DRIVER
TP53,OBINUTUZUMAB,0.077,DRIVER
TP53,LOPERAMIDE,0.0096,DRIVER
TP53,METHOTREXATE,0.0021,DRIVER
TP53,MERCAPTOPURINE,0.0026,DRIVER
TP53,POTASSIUM DICHROMATE,0.0231,DRIVER
TP53,ELLIPTECINE,0.0036,DRIVER
TP53,BUPARLISIB,0.0092,DRIVER
TP53,TRANSFERRIN RECEPTOR-TARGETED LIPOSOMAL P53 CDNA,0.1155,DRIVER
TP53,BENOMYL,0.1155,DRIVER
TP53,ZIRAM,0.0089,DRIVER
TP53,ZINC CHLORIDE,0.0462,DRIVER
TP53,AZATHIOPRINE,0.003,DRIVER
TP53,CAULIBUGULONE B,0.0385,DRIVER
TP53,TRIAMTERENE,0.0064,DRIVER
TP53,N6-BENZYLADENOSINE,0.1155,DRIVER
TP53,TEPRASIRAN,0.1155,DRIVER
TP53,NICLOSAMIDE,0.0043,DRIVER
TP53,LUXEPTINIB,0.0289,DRIVER
TP53,CLOFOCTOL,0.0192,DRIVER
TP53,FUROXAN,0.0231,DRIVER
TP53,SALMETEROL XINAFOATE,0.0165,DRIVER
TP53,"1,10-PHENANTHROLINE",0.0055,DRIVER
TP53,ENALAPRIL MALEATE,0.0122,DRIVER
TP53,SIROLIMUS,0.004,DRIVER
TP53,P53 Y220C MUTANT REACTIVATOR PC14586,0.1155,DRIVER
TP53,"(R,S)-INDATRALINE",0.0105,DRIVER
TP53,PIPERLONGUMINE,0.0128,DRIVER
TP53,ALPELISIB,0.0064,DRIVER
TP53,COTI-2,0.1155,DRIVER
TP53,IFOSFAMIDE,0.0165,DRIVER
TP53,GANETESPIB,0.0289,DRIVER
TP53,TEMOZOLOMIDE,0.0165,DRIVER
TP53,MITOXANTRONE,0.0026,DRIVER
TP53,M8891,0.0577,DRIVER
TP53,RHODOMYRTOXIN B,0.0577,DRIVER
TP53,VANOXERINE,0.0058,DRIVER
TP53,PYRACLOSTROBIN,0.0231,DRIVER
TP53,DIETHYLSTILBESTROL,0.007,DRIVER
TP53,TRANILAST,0.0105,DRIVER
TP53,OLVANIL,0.0192,DRIVER
TP53,TERPYRIDINE,0.0144,DRIVER
TP53,A77636,0.0192,DRIVER
TP53,DNA VACCINE,0.0462,DRIVER
TP53,PF-00477736,0.0577,DRIVER
TP53,SAR-405838,0.1155,DRIVER
TP53,CHLORANIL,0.0077,DRIVER
TP53,PHENYLMERCURIC ACETATE,0.0058,DRIVER
TP53,MITOXANTRONE HYDROCHLORIDE,0.0036,DRIVER
TP53,NSC-663284,0.0165,DRIVER
TP53,BOMEDEMSTAT,0.0577,DRIVER
TP53,MANGOSTIN,0.0115,DRIVER
TP53,BEVACIZUMAB,0.0087,DRIVER
TP53,PIRTOBRUTINIB,0.0577,DRIVER
TP53,NIVOLUMAB,0.0089,DRIVER
TP53,FLUPHENAZINE HYDROCHLORIDE,0.0052,DRIVER
TP53,CHLORPROMAZINE,0.0031,DRIVER
TP53,CETUXIMAB,0.0031,DRIVER
TP53,GARLIC,0.0231,DRIVER
TP53,ALPHA-NAPHTHOFLAVONE,0.0165,DRIVER
TP53,AHPN,0.0165,DRIVER
TP53,SAPONIN,0.0462,DRIVER
TP53,FAS LIGAND,0.0192,DRIVER
TP53,GEDATOLISIB,0.0128,DRIVER
TP53,AZD7648,0.0462,DRIVER
TP53,NAPABUCASIN,0.231,DRIVER
TP53,NITAZOXANIDE,0.0096,DRIVER
TP53,LY3009120,0.0231,DRIVER
TP53,INTERFERON ALFA-2B,0.0165,DRIVER
TP53,CLADRIBINE,0.0077,DRIVER
TP53,TRACAZOLATE,0.0144,DRIVER
TP53,CLOMIPRAMINE,0.003,DRIVER
TP53,ROBUSTIC ACID,0.0385,DRIVER
TP53,URSODIOL,0.0144,DRIVER
TP53,GLUTARAL,0.0577,DRIVER
TP53,CADMIUM ACETATE,0.0144,DRIVER
TP53,ROTENONE,0.0165,DRIVER
TP53,P53/HDM2 INTERACTION INHIBITOR CGM097,0.154,DRIVER
TP53,DEOXIEPINEPHRINE,0.0192,DRIVER
TP53,BROXYQUINOLINE,0.0231,DRIVER
TP53,CGP7930,0.0165,DRIVER
TP53,ABEMACICLIB,0.0061,DRIVER
TP53,ONC201,0.0577,DRIVER
TP53,AZD1390,0.0385,DRIVER
TP53,"L-733,060",0.0144,DRIVER
TP53,SANGUINARINE SULFATE,0.0089,DRIVER
TP53,DS-7423,0.0154,DRIVER
TP53,TRABECTEDIN,0.0462,DRIVER
TP53,DUVELISIB,0.0165,DRIVER
TP53,MECHLORETHAMINE HYDROCHLORIDE,0.0192,DRIVER
TP53,ZM336372,0.0165,DRIVER
TP53,FLUOROURACIL,0.008,DRIVER
TP53,IXAZOMIB,0.0055,DRIVER
TP53,CAMPTOTHECIN,0.0066,DRIVER
TP53,GDC-0425,0.1155,DRIVER
TP53,ACALABRUTINIB,0.0136,DRIVER
TP53,CHLOROXINE,0.0115,DRIVER
TP53,PROPACHLOR,0.0165,DRIVER
TP53,EMBELIN,0.0077,DRIVER
TP53,2-AMINOANTHRACENE,0.0289,DRIVER
TP53,DOXORUBICIN LIPOSOME,0.0385,DRIVER
TP53,RIBAVIRIN,0.003,DRIVER
TP53,PD166285,0.033,DRIVER
TP53,GSK2830371,0.1155,DRIVER
TP53,"DIBENZ[A,H]ANTHRACENE",0.0231,DRIVER
TP53,CHELERYTHRINE,0.0096,DRIVER
TP53,FURAZOLIDONE,0.0385,DRIVER
TP53,RS-17053,0.0128,DRIVER
TP53,CLOFIBRATE,0.0144,DRIVER
TP53,SR59230A,0.0192,DRIVER
TP53,TEBUFENPYRAD,0.0577,DRIVER
TP53,SB 206553,0.0082,DRIVER
TP53,TOPOTECAN HYDROCHLORIDE,0.0096,DRIVER
TP53,QUINALIZARIN,0.0077,DRIVER
TP53,BRIGIMADLIN,0.231,DRIVER
TP53,ENCORAFENIB,0.0128,DRIVER
TP53,HYDRALAZINE,0.0058,DRIVER
TP53,ALEXIDINE DIHYDROCHLORIDE,0.0289,DRIVER
TP53,CARBENDAZIM,0.0385,DRIVER
TP53,PLUMBAGIN,0.0089,DRIVER
TP53,THUNBERGINOL B,0.0115,DRIVER
TP53,DAIDZEIN,0.0061,DRIVER
TP53,PROPARGITE,0.0289,DRIVER
TP53,LENALIDOMIDE,0.0089,DRIVER
TP53,"L-744,832",0.1155,DRIVER
TP53,BENZETHONIUM CHLORIDE,0.0072,DRIVER
TP53,BLZ945,0.1155,DRIVER
TP53,PIRARUBICIN,0.0257,DRIVER
TP53,S(+)-APOMORPHINE,0.0144,DRIVER
TP53,U50488,0.0231,DRIVER
TP53,FENRETINIDE,0.0043,DRIVER
TP53,MPA,0.0231,DRIVER
TP53,ALVESPIMYCIN,0.077,DRIVER
TP53,PD-98059,0.0031,DRIVER
TP53,PANITUMUMAB,0.0115,DRIVER
TP53,GEMCITABINE,0.0075,DRIVER
TP53,AXITINIB,0.011,DRIVER
TP53,TIRAPAZAMINE,0.0577,DRIVER
TP53,PRAMLINTIDE,0.0165,DRIVER
TP53,TRIFLUOPERAZINE,0.0115,DRIVER
TP53,MUNDULONE,0.0289,DRIVER
TP53,ANISINDIONE,0.0192,DRIVER
TP53,CAPECITABINE,0.0068,DRIVER
TP53,N-OLEOYLDOPAMINE,0.0064,DRIVER
TP53,2-CHLOROADENOSINE,0.0105,DRIVER
TP53,RESVERATROL,0.0024,DRIVER
TP53,CEP-1347,0.0462,DRIVER
TP53,TPCK,0.0064,DRIVER
TP53,WARFARIN,0.0035,DRIVER
TP53,SORAFENIB,0.002,DRIVER
TP53,"3,4-DICHLOROBENZAMIL",0.0289,DRIVER
TP53,DOXORUBICIN HYDROCHLORIDE,0.0109,DRIVER
TP53,LB-100,0.0462,DRIVER
TP53,SIREMADLIN,0.231,DRIVER
TP53,ETOPOSIDE,0.006,DRIVER
TP53,CERALASERTIB,0.077,DRIVER
TP53,CERITINIB,0.0204,DRIVER
TP53,(Z)-PIPLARTINE,0.0577,DRIVER
TP53,GR 127935,0.004,DRIVER
TP53,ACEQUINOCYL,0.1155,DRIVER
TP53,PROCHLORPERAZINE,0.0041,DRIVER
TP53,SERDEMETAN,0.1155,DRIVER
TP53,ALT-801,0.1155,DRIVER
TP53,MAPROTILINE,0.0089,DRIVER
TP53,AUTOLOGOUS DENDRITIC CELLS TRANSDUCED WITH WILD-TYPE P53 ADENOVIRUS VACCINE,0.1155,DRIVER
TP53,CHLOROTHALONIL,0.0096,DRIVER
TP53,MIRDAMETINIB,0.0154,DRIVER
TP53,SELECTIVE ESTROGEN RECEPTOR MODULATOR,0.0257,DRIVER
TP53,QUINACRINE DIHYDROCHLORIDE,0.0096,DRIVER
TP53,AZD7762,0.0462,DRIVER
TP53,ANTIMYCIN A,0.0385,DRIVER
TP53,HALOPERIDOL DECANOATE,0.003,DRIVER
